Type,StartDate,EndDate,Value,Unit
Blood Glucose,2024-12-07T04:38:42Z,,91.0,mg/dL
Blood Glucose,2024-12-07T04:43:42Z,,90.0,mg/dL
Blood Glucose,2024-12-07T04:48:42Z,,87.0,mg/dL
Blood Glucose,2024-12-07T04:53:42Z,,84.0,mg/dL
Blood Glucose,2024-12-07T04:58:42Z,,83.0,mg/dL
Blood Glucose,2024-12-07T05:03:42Z,,84.0,mg/dL
Blood Glucose,2024-12-07T05:08:42Z,,85.0,mg/dL
Blood Glucose,2024-12-07T05:13:42Z,,86.0,mg/dL
Blood Glucose,2024-12-07T05:18:42Z,,86.0,mg/dL
Blood Glucose,2024-12-07T05:23:43Z,,86.0,mg/dL
Blood Glucose,2024-12-07T05:28:42Z,,87.0,mg/dL
Blood Glucose,2024-12-07T05:33:42Z,,86.0,mg/dL
Blood Glucose,2024-12-07T05:38:42Z,,86.0,mg/dL
Blood Glucose,2024-12-07T05:43:42Z,,83.0,mg/dL
Blood Glucose,2024-12-07T05:48:42Z,,80.0,mg/dL
Blood Glucose,2024-12-07T05:53:42Z,,83.0,mg/dL
Blood Glucose,2024-12-07T05:58:42Z,,85.0,mg/dL
Blood Glucose,2024-12-07T06:03:43Z,,85.0,mg/dL
Blood Glucose,2024-12-07T06:08:42Z,,83.0,mg/dL
Blood Glucose,2024-12-07T06:13:42Z,,83.0,mg/dL
Heart Rate,2024-12-06T09:14:01Z,2024-12-06T09:14:01Z,124.00000000000001,bpm
Heart Rate,2024-12-06T09:14:07Z,2024-12-06T09:14:07Z,122.99999999999999,bpm
Heart Rate,2024-12-06T09:14:08Z,2024-12-06T09:14:08Z,122.0,bpm
Heart Rate,2024-12-06T09:14:13Z,2024-12-06T09:14:13Z,120.0,bpm
Heart Rate,2024-12-06T09:14:18Z,2024-12-06T09:14:18Z,121.0,bpm
Heart Rate,2024-12-06T09:14:27Z,2024-12-06T09:14:27Z,125.00000000000001,bpm
Heart Rate,2024-12-06T09:14:29Z,2024-12-06T09:14:29Z,125.00000000000001,bpm
Heart Rate,2024-12-06T09:14:33Z,2024-12-06T09:14:33Z,122.99999999999999,bpm
Heart Rate,2024-12-06T09:14:38Z,2024-12-06T09:14:38Z,125.00000000000001,bpm
Heart Rate,2024-12-06T09:14:46Z,2024-12-06T09:14:46Z,122.0,bpm
Heart Rate,2024-12-06T09:14:52Z,2024-12-06T09:14:52Z,122.0,bpm
Heart Rate,2024-12-06T09:14:53Z,2024-12-06T09:14:53Z,122.99999999999999,bpm
Heart Rate,2024-12-06T09:14:58Z,2024-12-06T09:14:58Z,121.0,bpm
Heart Rate,2024-12-06T09:15:06Z,2024-12-06T09:15:06Z,125.00000000000001,bpm
Heart Rate,2024-12-06T09:15:12Z,2024-12-06T09:15:12Z,127.0,bpm
Heart Rate,2024-12-06T09:15:17Z,2024-12-06T09:15:17Z,127.0,bpm
Heart Rate,2024-12-06T09:15:22Z,2024-12-06T09:15:22Z,127.0,bpm
Heart Rate,2024-12-06T09:15:23Z,2024-12-06T09:15:23Z,126.0,bpm
Heart Rate,2024-12-06T09:15:28Z,2024-12-06T09:15:28Z,127.0,bpm
Heart Rate,2024-12-06T09:15:35Z,2024-12-06T09:15:35Z,126.0,bpm
Heart Rate,2024-12-06T09:15:42Z,2024-12-06T09:15:42Z,126.0,bpm
Heart Rate,2024-12-06T09:15:44Z,2024-12-06T09:15:44Z,127.0,bpm
Heart Rate,2024-12-06T09:15:50Z,2024-12-06T09:15:50Z,125.00000000000001,bpm
Heart Rate,2024-12-06T09:15:56Z,2024-12-06T09:15:56Z,125.00000000000001,bpm
Heart Rate,2024-12-06T09:15:59Z,2024-12-06T09:15:59Z,126.0,bpm
Heart Rate,2024-12-06T09:16:07Z,2024-12-06T09:16:07Z,126.0,bpm
Heart Rate,2024-12-06T09:16:12Z,2024-12-06T09:16:12Z,127.0,bpm
Heart Rate,2024-12-06T09:16:13Z,2024-12-06T09:16:13Z,126.0,bpm
Heart Rate,2024-12-06T09:16:18Z,2024-12-06T09:16:18Z,126.0,bpm
Heart Rate,2024-12-06T09:16:27Z,2024-12-06T09:16:27Z,127.0,bpm
Heart Rate,2024-12-06T09:16:28Z,2024-12-06T09:16:28Z,126.0,bpm
Heart Rate,2024-12-06T09:19:10Z,2024-12-06T09:19:10Z,108.0,bpm
Heart Rate,2024-12-06T09:19:12Z,2024-12-06T09:19:12Z,102.0,bpm
Heart Rate,2024-12-06T09:19:17Z,2024-12-06T09:19:17Z,103.0,bpm
Heart Rate,2024-12-06T09:20:21Z,2024-12-06T09:20:21Z,93.0,bpm
Heart Rate,2024-12-06T09:20:26Z,2024-12-06T09:20:26Z,93.0,bpm
Heart Rate,2024-12-06T09:20:30Z,2024-12-06T09:20:30Z,92.00000000000001,bpm
Heart Rate,2024-12-06T09:20:36Z,2024-12-06T09:20:36Z,92.00000000000001,bpm
Heart Rate,2024-12-06T09:20:38Z,2024-12-06T09:20:38Z,91.0,bpm
Heart Rate,2024-12-06T09:22:25Z,2024-12-06T09:22:25Z,107.00000000000001,bpm
Heart Rate,2024-12-06T09:22:27Z,2024-12-06T09:22:27Z,105.0,bpm
Heart Rate,2024-12-06T09:22:32Z,2024-12-06T09:22:32Z,105.0,bpm
Heart Rate,2024-12-06T09:22:36Z,2024-12-06T09:22:36Z,107.00000000000001,bpm
Heart Rate,2024-12-06T09:22:44Z,2024-12-06T09:22:44Z,107.00000000000001,bpm
Heart Rate,2024-12-06T09:22:46Z,2024-12-06T09:22:46Z,106.0,bpm
Heart Rate,2024-12-06T09:22:51Z,2024-12-06T09:22:51Z,107.00000000000001,bpm
Heart Rate,2024-12-06T09:23:00Z,2024-12-06T09:23:00Z,108.0,bpm
Heart Rate,2024-12-06T09:23:04Z,2024-12-06T09:23:04Z,108.0,bpm
Heart Rate,2024-12-06T09:23:06Z,2024-12-06T09:23:06Z,108.0,bpm
Heart Rate,2024-12-06T09:23:15Z,2024-12-06T09:23:15Z,109.0,bpm
Heart Rate,2024-12-06T09:23:19Z,2024-12-06T09:23:19Z,108.0,bpm
Heart Rate,2024-12-06T09:23:28Z,2024-12-06T09:23:28Z,108.0,bpm
Heart Rate,2024-12-06T09:23:34Z,2024-12-06T09:23:34Z,108.0,bpm
Heart Rate,2024-12-06T09:23:37Z,2024-12-06T09:23:37Z,112.0,bpm
Heart Rate,2024-12-06T09:23:41Z,2024-12-06T09:23:41Z,112.0,bpm
Heart Rate,2024-12-06T09:23:50Z,2024-12-06T09:23:50Z,118.0,bpm
Heart Rate,2024-12-06T09:23:54Z,2024-12-06T09:23:54Z,125.00000000000001,bpm
Heart Rate,2024-12-06T09:23:56Z,2024-12-06T09:23:56Z,125.00000000000001,bpm
Heart Rate,2024-12-06T09:24:04Z,2024-12-06T09:24:04Z,125.00000000000001,bpm
Heart Rate,2024-12-06T09:24:06Z,2024-12-06T09:24:06Z,124.00000000000001,bpm
Heart Rate,2024-12-06T09:24:14Z,2024-12-06T09:24:14Z,126.0,bpm
Heart Rate,2024-12-06T09:24:19Z,2024-12-06T09:24:19Z,125.00000000000001,bpm
Heart Rate,2024-12-06T09:24:25Z,2024-12-06T09:24:25Z,122.99999999999999,bpm
Heart Rate,2024-12-06T09:24:28Z,2024-12-06T09:24:28Z,122.99999999999999,bpm
Heart Rate,2024-12-06T09:24:32Z,2024-12-06T09:24:32Z,121.0,bpm
Heart Rate,2024-12-06T09:24:36Z,2024-12-06T09:24:36Z,121.0,bpm
Heart Rate,2024-12-06T09:24:42Z,2024-12-06T09:24:42Z,122.0,bpm
Heart Rate,2024-12-06T09:24:46Z,2024-12-06T09:24:46Z,120.0,bpm
Heart Rate,2024-12-06T09:25:10Z,2024-12-06T09:25:10Z,125.00000000000001,bpm
Heart Rate,2024-12-06T09:25:14Z,2024-12-06T09:25:14Z,125.00000000000001,bpm
Heart Rate,2024-12-06T09:25:16Z,2024-12-06T09:25:16Z,124.00000000000001,bpm
Heart Rate,2024-12-06T09:25:24Z,2024-12-06T09:25:24Z,122.99999999999999,bpm
Heart Rate,2024-12-06T09:25:28Z,2024-12-06T09:25:28Z,122.99999999999999,bpm
Heart Rate,2024-12-06T09:25:35Z,2024-12-06T09:25:35Z,122.0,bpm
